Alice Wilson,TX000083,AC00236,922.55,2023-01-23 16:32:48,Debit,Detroit,M004,ATM,63,Retired,4715.84,0,health
James Johnson,TX000084,AC00220,259.91,2023-11-06 16:34:10,Debit,Denver,M028,Online,49,Doctor,7176.86,0,health
John Johnson,TX000085,AC00140,154.71,2023-07-03 16:40:24,Debit,San Diego,M030,Online,34,Doctor,1523.72,1,health
Michael Jones,TX000086,AC00098,1340.19,2023-09-29 17:22:10,Credit,Austin,M012,Online,54,Engineer,8654.28,1,health
Michael Garcia,TX000087,AC00303,24.56,2023-10-20 17:27:35,Debit,Mesa,M033,Branch,64,Doctor,9869.93,1,electronics
David Wilson,TX000088,AC00373,568.07,2023-08-28 17:03:53,Debit,Washington,M054,ATM,48,Doctor,10556.81,1,health
Sophia Davis,TX000089,AC00438,9.61,2023-06-22 18:37:29,Credit,San Diego,M043,Online,58,Doctor,12883.91,1,electronics
Tom Garcia,TX000090,AC00437,392.96,2023-11-20 16:28:09,Debit,Kansas City,M022,Online,24,Student,791.65,0,travel
James Jones,TX000091,AC00106,716.93,2023-09-14 16:49:33,Credit,Milwaukee,M052,Online,60,Retired,4064.02,0,electronics
John Smith,TX000092,AC00310,223.85,2023-10-02 16:36:10,Debit,Kansas City,M009,ATM,53,Engineer,2929.91,1,electronics
Sophia Garcia,TX000093,AC00149,230.66,2023-03-27 18:16:04,Debit,Houston,M049,Branch,21,Student,618.05,0,grocery
Maria Wilson,TX000094,AC00373,442.12,2023-12-21 16:37:03,Debit,Los Angeles,M047,Online,19,Student,1375.8,1,grocery
David Davis,TX000095,AC00425,644.17,2023-03-02 16:05:09,Debit,San Antonio,M093,ATM,29,Engineer,1143.52,0,travel
Sophia Wilson,TX000096,AC00010,508.68,2023-06-26 16:16:50,Credit,Mesa,M048,Branch,51,Engineer,7708.41,0,health
Sophia Brown,TX000097,AC00348,858.63,2023-04-18 17:27:23,Credit,San Francisco,M002,Branch,27,Student,1872.96,1,grocery
Alice Jones,TX000098,AC00011,25.36,2023-07-17 17:08:24,Debit,Louisville,M007,ATM,57,Engineer,201.04,1,health
Sophia Smith,TX000099,AC00453,147.62,2023-09-01 17:26:02,Debit,Charlotte,M028,Branch,71,Retired,2115.8,0,travel
Sophia Davis,TX000100,AC00178,115.02,2023-09-11 16:19:04,Debit,San Antonio,M004,Branch,37,Doctor,7643.66,0,grocery
Tom Johnson,TX000101,AC00265,383.37,2023-01-24 17:23:56,Debit,Fort Worth,M066,Branch,30,Engineer,8901.93,0,electronics
David Miller,TX000102,AC00018,98.54,2023-08-11 16:18:46,Credit,El Paso,M095,Online,20,Student,9383.43,0,grocery
Michael Williams,TX000103,AC00075,83.24,2023-10-16 18:35:11,Credit,Fort Worth,M009,Branch,55,Doctor,1181.31,1,travel
Sophia Davis,TX000104,AC00464,196.16,2023-02-24 16:29:23,Debit,Virginia Beach,M099,Branch,27,Engineer,9418.86,0,electronics
David Garcia,TX000105,AC00170,129.94,2023-01-02 16:36:02,Debit,Las Vegas,M045,ATM,32,Engineer,7954.92,0,electronics
Tom Miller,TX000106,AC00235,306.9,2023-11-30 16:31:03,Debit,Colorado Springs,M047,Online,46,Engineer,9418.08,1,grocery
Linda Davis,TX000107,AC00013,114.98,2023-11-01 16:52:01,Debit,Seattle,M032,Online,59,Retired,6144.68,0,electronics
John Brown,TX000108,AC00397,756.59,2023-03-06 16:47:02,Debit,Sacramento,M012,Branch,27,Student,420.65,1,health
Maria Smith,TX000109,AC00423,503.76,2023-11-27 18:32:49,Debit,Los Angeles,M083,Online,22,Student,447.82,1,electronics
Tom Miller,TX000110,AC00154,143.03,2023-07-31 16:37:46,Debit,San Antonio,M055,ATM,63,Retired,7981.45,1,health
Emily Jones,TX000111,AC00068,1045.22,2023-11-22 16:13:39,Debit,Columbus,M077,ATM,53,Retired,1829.9,0,travel
David Smith,TX000112,AC00318,245.54,2023-03-21 16:29:31,Debit,New York,M089,ATM,25,Student,985.06,0,health
Michael Miller,TX000113,AC00396,254.37,2023-04-20 18:26:50,Credit,Dallas,M012,Online,51,Engineer,8849.26,1,health
Sophia Garcia,TX000114,AC00121,213.76,2023-03-01 17:52:14,Credit,Dallas,M009,ATM,78,Retired,3528.72,1,travel
Tom Smith,TX000115,AC00336,327.86,2023-02-10 16:52:48,Debit,Fresno,M051,Online,40,Engineer,480.16,0,health
Tom Smith,TX000116,AC00468,2.5,2023-07-21 16:43:11,Debit,San Diego,M042,Online,47,Doctor,12145.27,0,grocery
Linda Davis,TX000117,AC00282,300.08,2023-10-09 17:02:43,Credit,Austin,M040,Online,68,Doctor,13546.75,1,health
Sophia Davis,TX000118,AC00498,56.98,2024-01-01 16:34:10,Credit,Oklahoma City,M086,ATM,43,Engineer,5688.37,1,electronics
Alice Jones,TX000119,AC00085,407.65,2023-07-07 16:11:38,Debit,Boston,M041,Online,26,Engineer,8346.64,0,travel
Linda Taylor,TX000120,AC00092,115.83,2023-05-22 17:09:52,Debit,Fresno,M086,Branch,39,Engineer,6481.04,1,grocery
Sophia Jones,TX000121,AC00295,53.57,2023-08-16 16:17:12,Debit,Houston,M025,ATM,69,Retired,1651.33,1,health
Sophia Johnson,TX000122,AC00358,63.34,2023-11-17 16:02:02,Credit,Detroit,M028,Online,46,Doctor,11174.94,1,health
James Brown,TX000123,AC00311,317.87,2023-05-22 17:29:35,Debit,Detroit,M076,Online,27,Student,145.5,0,travel
John Jones,TX000124,AC00066,331.65,2023-08-25 17:26:07,Debit,Portland,M006,Online,41,Engineer,4172.57,0,electronics
Emily Garcia,TX000125,AC00340,5.04,2023-11-27 16:38:34,Debit,Washington,M001,ATM,56,Retired,5558.36,0,travel
Sophia Taylor,TX000126,AC00284,214.54,2023-08-04 17:46:44,Credit,Detroit,M026,Online,70,Doctor,11151.53,0,travel
Emily Jones,TX000127,AC00208,598.81,2023-09-04 16:48:35,Debit,Philadelphia,M081,Branch,57,Doctor,1415.52,1,health
Maria Davis,TX000128,AC00176,841.28,2023-08-09 17:34:26,Debit,Tucson,M083,Online,26,Student,1103.64,1,electronics
James Garcia,TX000129,AC00053,38.15,2023-09-07 16:07:40,Debit,Mesa,M005,Online,26,Student,303.68,1,grocery
James Johnson,TX000130,AC00320,1036.66,2023-07-11 16:39:53,Debit,San Antonio,M062,Branch,58,Doctor,5541.57,0,travel
James Brown,TX000131,AC00382,124.72,2023-07-03 17:14:07,Debit,Oklahoma City,M004,Branch,33,Engineer,6309.8,0,health
Linda Johnson,TX000132,AC00384,302.45,2023-09-25 17:13:36,Credit,San Antonio,M059,Branch,78,Retired,5133.61,0,health
Linda Wilson,TX000133,AC00203,208.04,2023-11-20 17:10:02,Debit,Louisville,M055,Online,47,Engineer,9344.98,0,health
Michael Johnson,TX000134,AC00498,5.77,2023-11-17 17:27:07,Credit,Los Angeles,M098,Branch,23,Student,1117.97,1,grocery
John Brown,TX000135,AC00349,381.33,2023-08-21 16:46:05,Debit,Albuquerque,M034,ATM,56,Doctor,11835.35,1,travel
Tom Williams,TX000136,AC00177,16.16,2023-10-16 16:59:36,Debit,Milwaukee,M065,ATM,50,Doctor,14401.17,1,electronics
Alice Williams,TX000137,AC00284,486.08,2023-06-20 17:21:50,Debit,Oklahoma City,M060,Online,18,Student,1748.69,1,electronics
Maria Smith,TX000138,AC00272,336.39,2023-01-16 16:53:38,Debit,San Antonio,M003,Branch,21,Student,1000.46,1,electronics
Alice Johnson,TX000139,AC00405,997.43,2023-11-22 16:07:19,Debit,Seattle,M067,Online,69,Doctor,6810.05,0,health
Linda Wilson,TX000140,AC00385,234.57,2023-09-01 16:09:08,Debit,Chicago,M045,Online,23,Student,263.98,0,grocery
John Wilson,TX000141,AC00403,6.0,2023-10-23 18:38:15,Debit,Chicago,M090,Online,30,Doctor,5442.76,0,travel
Sophia Johnson,TX000142,AC00114,1049.92,2023-10-23 16:50:33,Debit,Detroit,M052,ATM,80,Retired,2037.85,0,health
Sophia Garcia,TX000143,AC00163,227.14,2023-07-03 17:42:08,Debit,Charlotte,M057,ATM,18,Student,341.94,0,travel
Linda Brown,TX000144,AC00108,233.74,2023-10-24 16:41:00,Credit,Oklahoma City,M030,Online,66,Retired,1066.59,1,electronics
John Miller,TX000145,AC00397,113.02,2023-09-25 16:54:22,Credit,Jacksonville,M019,Branch,69,Retired,6077.96,0,grocery
Linda Williams,TX000146,AC00434,45.85,2023-02-16 17:57:10,Debit,Los Angeles,M085,ATM,20,Student,1659.15,1,electronics
Michael Williams,TX000147,AC00385,973.39,2023-08-30 17:23:20,Debit,Sacramento,M026,Branch,77,Retired,2042.22,1,health
Emily Brown,TX000148,AC00161,514.95,2023-04-13 18:37:48,Debit,New York,M056,Online,41,Doctor,421.93,0,health
Tom Jones,TX000149,AC00333,415.5,2023-07-28 16:29:23,Debit,Memphis,M077,ATM,66,Doctor,10113.66,0,travel
Alice Garcia,TX000150,AC00279,265.76,2023-02-06 17:48:55,Debit,Philadelphia,M049,Online,54,Retired,4446.17,1,health
Michael Jones,TX000151,AC00072,69.4,2023-07-24 18:08:43,Debit,Virginia Beach,M073,Online,80,Retired,6452.77,1,travel
Sophia Wilson,TX000152,AC00242,332.93,2023-11-20 16:29:48,Credit,Albuquerque,M039,Branch,35,Engineer,2788.2,1,electronics
Michael Taylor,TX000153,AC00303,267.9,2023-10-09 16:52:47,Debit,San Antonio,M078,Online,20,Student,596.16,0,electronics
Linda Wilson,TX000154,AC00442,496.03,2023-11-03 16:45:52,Debit,San Francisco,M009,Branch,61,Doctor,12904.66,1,health
Tom Jones,TX000155,AC00087,376.26,2023-02-15 16:41:11,Debit,Tucson,M081,ATM,37,Engineer,9062.4,0,electronics
James Brown,TX000156,AC00174,83.02,2023-09-04 17:59:51,Credit,Seattle,M058,Online,36,Engineer,9009.56,1,electronics
Sophia Jones,TX000157,AC00421,93.26,2023-07-27 16:22:52,Credit,New York,M092,Online,20,Student,1152.2,0,electronics
Maria Taylor,TX000158,AC00111,803.37,2023-04-17 16:08:34,Credit,Memphis,M030,Branch,68,Doctor,12168.37,1,health
Alice Davis,TX000159,AC00275,35.76,2023-09-19 17:38:18,Debit,Charlotte,M057,Branch,23,Student,611.86,1,health
Sophia Wilson,TX000160,AC00492,28.53,2023-05-31 16:37:39,Debit,Washington,M035,Online,62,Doctor,8670.53,0,electronics
Michael Wilson,TX000161,AC00380,139.53,2023-10-09 17:20:09,Credit,Louisville,M002,Online,53,Doctor,10098.86,0,electronics
David Taylor,TX000162,AC00227,307.57,2023-01-09 16:12:01,Debit,Detroit,M049,Branch,33,Doctor,5307.74,0,health
Alice Brown,TX000163,AC00257,60.65,2023-05-26 18:15:08,Credit,Tucson,M085,Branch,56,Retired,1047.28,1,electronics
Emily Brown,TX000164,AC00062,74.86,2023-08-14 17:43:17,Debit,Nashville,M028,Branch,70,Doctor,6921.48,1,grocery
Michael Brown,TX000165,AC00383,117.97,2023-11-24 18:51:32,Debit,Kansas City,M100,Branch,51,Retired,1475.46,0,travel
Maria Johnson,TX000166,AC00182,231.91,2023-01-31 18:31:22,Debit,Memphis,M044,ATM,34,Engineer,112.76,1,health
Alice Smith,TX000167,AC00478,126.21,2023-02-14 16:07:01,Debit,Baltimore,M001,Branch,75,Retired,5669.66,0,electronics
James Davis,TX000168,AC00332,506.28,2023-05-02 17:03:29,Credit,Chicago,M010,Online,53,Retired,1309.95,0,electronics
David Wilson,TX000169,AC00202,304.35,2023-12-04 17:07:34,Debit,Houston,M007,Branch,31,Engineer,4057.1,1,travel
Emily Jones,TX000170,AC00331,281.85,2023-05-16 17:26:37,Debit,Detroit,M013,ATM,22,Student,1585.98,1,travel
Emily Miller,TX000171,AC00474,777.88,2023-03-20 16:58:12,Debit,Houston,M018,Branch,31,Engineer,6825.55,0,travel
Alice Brown,TX000172,AC00268,119.18,2023-08-25 18:01:38,Debit,Los Angeles,M093,Branch,56,Retired,5516.5,0,grocery
John Taylor,TX000173,AC00247,177.19,2023-05-15 17:25:28,Debit,Chicago,M088,Online,76,Retired,5343.3,0,health
Emily Taylor,TX000174,AC00298,260.88,2023-05-29 16:50:10,Debit,Denver,M094,Branch,22,Student,903.05,0,grocery
John Johnson,TX000175,AC00106,169.47,2023-03-22 16:10:14,Debit,Chicago,M046,Online,24,Student,1806.16,0,electronics
Emily Garcia,TX000176,AC00035,73.23,2023-05-19 16:52:53,Debit,Portland,M022,Branch,26,Student,787.74,1,travel
Michael Jones,TX000177,AC00363,1362.55,2023-02-10 18:07:07,Debit,El Paso,M001,ATM,29,Engineer,2429.68,1,health
Maria Smith,TX000178,AC00273,792.57,2023-05-22 16:22:36,Debit,Baltimore,M059,ATM,19,Student,770.37,1,travel
Sophia Wilson,TX000179,AC00156,237.06,2023-12-18 16:47:17,Debit,Phoenix,M049,Online,71,Retired,1182.77,0,grocery
Sophia Johnson,TX000180,AC00010,34.17,2023-11-21 16:57:43,Credit,Philadelphia,M091,Online,54,Engineer,726.55,1,health
Alice Davis,TX000181,AC00036,740.25,2023-07-19 17:03:58,Debit,Philadelphia,M010,Online,41,Doctor,14464.3,1,electronics
James Taylor,TX000182,AC00149,453.54,2023-04-19 16:36:03,Debit,Albuquerque,M017,ATM,58,Doctor,12046.3,0,health
Maria Smith,TX000183,AC00225,300.47,2023-11-13 16:11:52,Debit,Jacksonville,M065,Branch,73,Retired,7885.64,1,health
Linda Brown,TX000184,AC00077,110.93,2023-04-07 16:38:15,Credit,Virginia Beach,M036,Branch,19,Student,1952.35,1,electronics
Michael Williams,TX000185,AC00440,201.69,2023-01-03 16:46:36,Debit,Las Vegas,M019,ATM,59,Doctor,7328.52,0,electronics
Maria Brown,TX000186,AC00321,399.21,2023-01-30 16:15:49,Debit,Portland,M062,ATM,59,Engineer,3210.39,0,electronics
Sophia Davis,TX000187,AC00099,1041.88,2023-09-06 16:44:02,Debit,Jacksonville,M032,Online,78,Retired,5726.2,1,health
Maria Johnson,TX000188,AC00258,630.36,2023-03-02 16:11:53,Debit,Mesa,M084,ATM,62,Retired,1363.65,1,travel
John Davis,TX000189,AC00132,10.94,2023-10-23 17:24:07,Credit,Philadelphia,M083,ATM,60,Engineer,1241.99,1,travel
Alice Taylor,TX000190,AC00113,215.9,2023-01-04 16:02:09,Debit,Los Angeles,M083,ATM,38,Doctor,7873.28,1,health
Sophia Jones,TX000191,AC00396,1422.55,2023-07-10 17:49:18,Debit,Washington,M072,Branch,79,Retired,5674.32,1,electronics
David Brown,TX000192,AC00099,226.37,2023-09-18 17:07:08,Credit,Louisville,M041,Branch,49,Doctor,9840.04,1,travel
Tom Garcia,TX000193,AC00265,444.89,2023-09-11 16:27:39,Credit,Las Vegas,M060,Branch,43,Doctor,10328.23,1,travel
Emily Garcia,TX000194,AC00047,280.57,2023-01-27 17:35:05,Credit,Virginia Beach,M017,Online,25,Student,293.24,0,health
John Garcia,TX000195,AC00005,488.54,2023-07-03 17:47:49,Debit,Jacksonville,M036,Branch,52,Engineer,7486.63,0,grocery
David Smith,TX000196,AC00363,3.3,2023-03-27 16:42:16,Credit,Los Angeles,M085,Branch,50,Doctor,11385.37,1,health
Emily Garcia,TX000197,AC00426,199.39,2023-08-21 16:16:22,Debit,Colorado Springs,M023,Branch,69,Retired,7264.79,1,travel
Emily Brown,TX000198,AC00107,20.36,2023-07-24 17:02:18,Debit,Tucson,M069,Branch,62,Retired,2762.48,1,grocery
Linda Jones,TX000199,AC00237,113.64,2023-10-24 17:09:41,Debit,Detroit,M038,Online,62,Retired,6675.03,1,health
Tom Wilson,TX000200,AC00358,493.11,2023-07-31 16:25:26,Debit,Colorado Springs,M022,Branch,53,Retired,7432.99,0,travel
Michael Wilson,TX000201,AC00113,307.41,2023-06-12 17:32:52,Debit,Los Angeles,M007,ATM,19,Student,1057.0,1,electronics
David Garcia,TX000202,AC00010,11.18,2023-11-30 16:52:42,Debit,Atlanta,M017,Online,43,Doctor,5956.89,1,travel
David Taylor,TX000203,AC00499,313.82,2023-11-15 18:57:38,Debit,Tucson,M097,Branch,59,Engineer,7261.59,0,travel
Michael Brown,TX000204,AC00380,51.0,2023-01-30 16:00:38,Debit,Seattle,M063,Branch,64,Retired,4943.16,1,grocery
Alice Davis,TX000205,AC00452,140.98,2023-05-25 16:34:22,Debit,Memphis,M059,Branch,60,Engineer,8127.48,0,travel
Maria Taylor,TX000206,AC00020,288.04,2023-08-24 16:47:21,Debit,Denver,M092,ATM,68,Retired,1748.02,0,health
Sophia Miller,TX000207,AC00181,800.55,2023-05-04 16:21:31,Debit,Oklahoma City,M062,ATM,31,Engineer,9660.22,1,health
Sophia Davis,TX000208,AC00370,485.54,2023-02-06 17:46:59,Debit,Houston,M061,ATM,46,Engineer,6371.51,1,travel
Linda Miller,TX000209,AC00453,521.15,2023-02-17 18:16:05,Debit,Kansas City,M084,ATM,54,Doctor,9442.47,0,health
John Garcia,TX000210,AC00339,321.79,2023-08-07 17:30:33,Credit,Raleigh,M056,ATM,63,Retired,5959.2,1,grocery
